,manuf_id,product_id,product_rev,tech,band,subband,sig_path,value,unit,pa_state,bw,pwr,vcc,icq
210,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,16,2700,20616
211,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,15,2500,20616
212,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,14,2300,20615
213,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,13,2200,20616
214,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,12,2000,20616
215,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,11,1800,18566
216,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,10,1600,18566
217,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,9,1400,18566
218,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,8,1300,18566
219,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,7,1300,18566
220,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,6,1200,18566
221,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,5,1200,18566
222,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,4,1100,18566
223,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,3,1100,18566
224,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,2,1100,18566
225,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,1,900,18566
226,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,0,900,18566
227,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,40,-1,900,18566
228,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,17,2900,12790
229,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,16,2700,12790
230,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,15,2500,12790
231,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,14,2300,12790
232,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,13,2200,12790
233,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,12,2000,12790
234,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,11,1800,12790
235,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,10,1600,12790
236,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,9,1400,12790
237,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,8,1300,12678
238,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,7,1300,12676
239,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,6,1200,12674
240,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,5,1200,12662
241,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,4,1100,12630
242,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,3,1100,11338
243,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,2,1100,11338
244,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,1,900,11338
245,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,0,900,11338
246,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,50,-1,900,11338
247,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,17,2800,20616
248,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,16,2700,20616
249,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,15,2500,20616
250,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,14,2300,20615
251,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,13,2200,20616
252,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,12,2000,20616
253,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,11,1800,18566
254,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,10,1600,18566
255,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,9,1400,18566
256,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,8,1300,18566
257,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,7,1300,18566
258,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,6,1200,18566
259,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,5,1200,18566
260,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,4,1100,18566
261,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,3,1100,18566
262,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,2,1100,18566
263,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,1,900,18566
264,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,0,900,18566
265,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,80,-1,900,18566
266,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,17,2800,20616
267,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,16,2700,20616
268,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,15,2500,20616
269,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,14,2300,20615
270,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,13,2200,20616
271,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,12,2000,20616
272,535,510,200,NR5GSUB6,77,0,0,627667,channel,1,100,11,1800,18566
