,pwr,vcc,icq
2727,23,3800,20667
2728,22,3600,18575
2729,21,3400,18575
2730,20,3200,16475
2731,19,3000,16475
2732,18,2800,14426
2733,17,2900,14426
2734,16,2700,14426
2735,15,2500,14426
2736,14,2300,14426
2737,13,2100,14426
2738,12,1900,14426
2739,11,1900,14426
2740,10,1900,14426
2741,9,1900,14426
2742,8,1900,14426
2743,26,4500,26717
2744,25,4500,26717
2745,24,4300,26717
2746,23,3800,24667
2747,22,3600,24667
2748,21,3400,22619
2749,20,3200,20570
2750,19,3000,20570
2751,18,2800,14426
2752,17,2900,14426
2753,16,2700,14426
2754,15,2500,14426
2755,14,2300,14426
2756,13,2100,14426
2757,12,1900,14426
2758,11,1900,14426
2759,10,1900,14426
2760,9,1900,14426
2761,8,1900,14426
2762,26,4500,26717
2763,25,4500,26717
2764,24,4300,26717
2765,23,3800,24667
2766,22,3600,24667
2767,21,3400,22619
2768,20,3200,20570
2769,19,3000,20570
2770,18,2800,14426
2771,17,2900,14426
2772,16,2700,14426
2773,15,2500,14426
2774,14,2300,14426
2775,13,2100,14426
2776,12,1900,14426
2777,11,1900,14426
2778,10,1900,14426
2779,9,1900,14426
2780,8,1900,14426
2781,17,2800,14424
2782,16,2700,14424
2783,15,2500,14424
2784,14,2300,14424
2785,13,2200,13383
2786,12,2000,13383
2787,11,1800,12358
2788,10,1600,12358
2789,9,1400,12358
2790,8,1300,12358
2791,7,1300,12358
2792,6,1200,12358
2793,5,1200,12358
2794,4,1100,12358
2795,3,1100,12358
2796,2,1100,12358
2797,1,900,12358
2798,0,900,12358
2799,-1,900,12358
2800,17,2800,18521
2801,16,2700,18520
2802,15,2500,18520
2803,14,2300,18520
2804,13,2200,18520
2805,12,2000,18520
2806,11,1800,16455
2807,10,1600,16455
2808,9,1400,16455
2809,8,1300,16454
2810,7,1300,16454
2811,6,1200,16454
2812,5,1200,16454
2813,4,1100,16454
2814,3,1100,16454
2815,2,1100,16454
2816,1,900,16454
2817,0,900,16454
2818,-1,900,16454
2819,17,2800,14424
2820,16,2700,14424
2821,15,2500,14424
2822,14,2300,14424
2823,13,2200,13383
2824,12,2000,13383
2825,11,1800,12358
2826,10,1600,12358
2827,9,1400,12358
2828,8,1300,12358
2829,7,1300,12358
2830,6,1200,12358
2831,5,1200,12358
2832,4,1100,12358
2833,3,1100,12358
2834,2,1100,12358
2835,1,900,12358
2836,0,900,12358
2837,-1,900,12358
2838,17,2800,18521
2839,16,2700,18520
2840,15,2500,18520
2841,14,2300,18520
2842,13,2200,18520
2843,12,2000,18520
2844,11,1800,16455
2845,10,1600,16455
2846,9,1400,16455
2847,8,1300,16454
2848,7,1300,16454
2849,6,1200,16454
2850,5,1200,16454
2851,4,1100,16454
2852,3,1100,16454
2853,2,1100,16454
2854,1,900,16454
2855,0,900,16454
2856,-1,900,16454
2857,17,2800,18521
2858,16,2700,18520
2859,15,2500,18520
2860,14,2300,18520
2861,13,2200,18520
2862,12,2000,18520
2863,11,1800,16455
2864,10,1600,16455
2865,9,1400,16455
2866,8,1300,16454
2867,7,1300,16454
2868,6,1200,16454
2869,5,1200,16454
2870,4,1100,16454
2871,3,1100,16454
2872,2,1100,16454
2873,1,900,16454
2874,0,900,16454
2875,-1,900,16454
2876,6,1000,18484
2877,5,1000,18484
2878,4,1000,18484
2879,3,1000,18484
2880,2,1000,18484
2881,1,1000,18484
2882,0,1000,18484
2883,-1,1000,18484
2884,-2,1000,18484
2885,-3,1000,18484
2886,-4,700,18484
2887,-5,700,18484
2888,-6,700,18484
2889,-7,700,18484
2890,-8,700,18484
2891,-20,700,18484
2892,6,1000,18484
2893,5,1000,18484
2894,4,1000,18484
2895,3,1000,18484
2896,2,1000,18484
2897,1,1000,18484
2898,0,1000,18484
2899,-1,1000,18484
2900,-2,1000,18484
2901,-3,1000,18484
2902,-4,700,18484
2903,-5,700,18484
2904,-6,700,18484
2905,-7,700,18484
2906,-8,700,18484
2907,-20,700,18484
2908,6,1000,18484
2909,5,1000,18484
2910,4,1000,18484
2911,3,1000,18484
2912,2,1000,18484
2913,1,1000,18484
2914,0,1000,18484
2915,-1,1000,18484
2916,-2,1000,18484
2917,-3,1000,18484
2918,-4,700,18484
2919,-5,700,18484
2920,-6,700,18484
2921,-7,700,18484
2922,-8,700,18484
2923,-20,700,18484
2924,6,1000,18484
2925,5,1000,18484
2926,4,1000,18484
2927,3,1000,18484
2928,2,1000,18484
2929,1,1000,18484
2930,0,1000,18484
2931,-1,1000,18484
2932,-2,1000,18484
2933,-3,1000,18484
2934,-4,700,18484
2935,-5,700,18484
2936,-6,700,18484
2937,-7,700,18484
2938,-8,700,18484
2939,-20,700,18484
2940,6,1000,18484
2941,5,1000,18484
2942,4,1000,18484
2943,3,1000,18484
2944,2,1000,18484
2945,1,1000,18484
2946,0,1000,18484
2947,-1,1000,18484
2948,-2,1000,18484
2949,-3,1000,18484
2950,-4,700,18484
2951,-5,700,18484
2952,-6,700,18484
2953,-7,700,18484
2954,-8,700,18484
2955,-20,700,18484
2956,27,4800,26732
2957,26,4500,26716
2958,25,4300,26717
2959,24,3800,24667
2960,23,3600,24667
2961,22,3400,22619
2962,21,3200,20570
2963,20,3000,20570
2964,19,2800,18522
2965,10,2800,18522
2966,27,4800,26732
2967,26,4500,26716
2968,25,4300,26717
2969,24,3800,24667
2970,23,3600,24667
2971,22,3400,22619
2972,21,3200,20570
2973,20,3000,20570
2974,19,2800,18522
2975,10,2800,18522
2976,27,4800,26732
2977,26,4500,26716
2978,25,4300,26717
2979,24,3800,24667
2980,23,3600,24667
2981,22,3400,22619
2982,21,3200,20570
2983,20,3000,20570
2984,19,2800,18522
2985,10,2800,18522
2986,27,4800,26732
2987,26,4500,26716
2988,25,4300,26717
2989,24,3800,24667
2990,23,3600,24667
2991,22,3400,22619
2992,21,3200,20570
2993,20,3000,20570
2994,19,2800,18522
2995,10,2800,18522
2996,27,4800,26732
2997,26,4500,26716
2998,25,4300,26717
2999,24,3800,24667
3000,23,3600,24667
3001,22,3400,22619
3002,21,3200,20570
3003,20,3000,20570
3004,19,2800,18522
3005,10,2800,18522
3006,27,4800,26732
3007,26,4500,26716
3008,25,4300,26717
3009,24,3800,24667
3010,23,3600,24667
3011,22,3400,22619
3012,21,3200,20570
3013,20,3000,20570
3014,19,2800,18522
3015,10,2800,18522
3016,18,2800,18521
3017,15,2300,18521
3018,12,1800,16457
3019,9,1300,14409
3020,18,2800,18521
3021,15,2300,18521
3022,12,1800,16457
3023,9,1300,14409
3024,18,2800,18521
3025,15,2300,18520
3026,12,1800,16455
3027,9,1300,16454
3028,18,2800,18521
3029,15,2300,18520
3030,12,1800,16455
3031,9,1300,16454
3032,18,2800,18521
3033,15,2300,18520
3034,12,1800,16455
3035,9,1300,16454
3036,18,2800,18521
3037,15,2300,18520
3038,12,1800,16455
3039,9,1300,16454
3040,7,1000,18484
3041,5,1000,18484
3042,-2,1000,18484
3043,-20,700,18484
3044,7,1000,18484
3045,5,1000,18484
3046,-2,1000,18484
3047,-20,700,18484
3048,7,1000,18484
3049,5,1000,18484
3050,-2,1000,18484
3051,-20,700,18484
3052,7,1000,18484
3053,5,1000,18484
3054,-2,1000,18484
3055,-20,700,18484
3056,7,1000,18484
3057,5,1000,18484
3058,-2,1000,18484
3059,-20,700,18484
3060,7,1000,18484
3061,5,1000,18484
3062,-2,1000,18484
3063,-20,700,18484
3064,27,4800,26732
3065,26,4500,26716
3066,25,4300,26717
3067,24,3800,24667
3068,23,3600,24667
3069,22,3400,22619
3070,21,3200,20570
3071,20,3000,20570
3072,19,2800,18522
3073,10,2800,18522
3074,27,4800,26732
3075,26,4500,26716
3076,25,4300,26717
3077,24,3800,24667
3078,23,3600,24667
3079,22,3400,22619
3080,21,3200,20570
3081,20,3000,20570
3082,19,2800,18522
3083,10,2800,18522
3084,27,4800,26732
3085,26,4500,26716
3086,25,4300,26717
3087,24,3800,24667
3088,23,3600,24667
3089,22,3400,22619
3090,21,3200,20570
3091,20,3000,20570
3092,19,2800,18522
3093,10,2800,18522
3094,27,4800,26732
3095,26,4500,26716
3096,25,4300,26717
3097,24,3800,24667
3098,23,3600,24667
3099,22,3400,22619
3100,21,3200,20570
3101,20,3000,20570
3102,19,2800,18522
3103,10,2800,18522
3104,27,4800,26732
3105,26,4500,26716
3106,25,4300,26717
3107,24,3800,24667
3108,23,3600,24667
3109,22,3400,22619
3110,21,3200,20570
3111,20,3000,20570
3112,19,2800,18522
3113,10,2800,18522
3114,18,2800,18521
3115,15,2300,18521
3116,12,1800,16457
3117,9,1300,14409
3118,18,2800,18521
3119,15,2300,18520
3120,12,1800,16455
3121,9,1300,16454
3122,18,2800,18521
3123,15,2300,18520
3124,12,1800,16455
3125,9,1300,16454
3126,18,2800,18521
3127,15,2300,18520
3128,12,1800,16455
3129,9,1300,16454
3130,18,2800,18521
3131,15,2300,18520
3132,12,1800,16455
3133,9,1300,16454
3134,7,1000,18484
3135,5,1000,18484
3136,-2,1000,18484
3137,-20,700,18484
3138,7,1000,18484
3139,5,1000,18484
3140,-2,1000,18484
3141,-20,700,18484
3142,7,1000,18484
3143,5,1000,18484
3144,-2,1000,18484
3145,-20,700,18484
3146,7,1000,18484
3147,5,1000,18484
3148,-2,1000,18484
3149,-20,700,18484
3150,7,1000,18484
3151,5,1000,18484
3152,-2,1000,18484
3153,-20,700,18484
3154,27,4800,26732
3155,26,4500,26716
3156,25,4300,26717
3157,24,3800,24667
3158,23,3600,24667
3159,22,3400,22619
3160,21,3200,20570
3161,20,3000,20570
3162,19,2800,18522
3163,10,2800,18522
3164,27,4800,26732
3165,26,4500,26716
3166,25,4300,26717
3167,24,3800,24667
3168,23,3600,24667
3169,22,3400,22619
3170,21,3200,20570
3171,20,3000,20570
3172,19,2800,18522
3173,10,2800,18522
3174,27,4800,26732
3175,26,4500,26716
3176,25,4300,26717
3177,24,3800,24667
3178,23,3600,24667
3179,22,3400,22619
3180,21,3200,20570
3181,20,3000,20570
3182,19,2800,18522
3183,10,2800,18522
3184,27,4800,26732
3185,26,4500,26716
3186,25,4300,26717
3187,24,3800,24667
3188,23,3600,24667
3189,22,3400,22619
3190,21,3200,20570
3191,20,3000,20570
3192,19,2800,18522
3193,10,2800,18522
3194,27,4800,26732
3195,26,4500,26716
3196,25,4300,26717
3197,24,3800,24667
3198,23,3600,24667
3199,22,3400,22619
3200,21,3200,20570
3201,20,3000,20570
3202,19,2800,18522
3203,10,2800,18522
3204,18,2800,18521
3205,15,2300,18521
3206,12,1800,16457
3207,9,1300,14409
3208,18,2800,18521
3209,15,2300,18520
3210,12,1800,16455
3211,9,1300,16454
3212,18,2800,18521
3213,15,2300,18520
3214,12,1800,16455
3215,9,1300,16454
3216,18,2800,18521
3217,15,2300,18520
3218,12,1800,16455
3219,9,1300,16454
3220,18,2800,18521
3221,15,2300,18520
3222,12,1800,16455
3223,9,1300,16454
3224,7,1000,18484
3225,5,1000,18484
3226,-2,1000,18484
3227,-20,700,18484
3228,7,1000,18484
3229,5,1000,18484
3230,-2,1000,18484
3231,-20,700,18484
3232,7,1000,18484
3233,5,1000,18484
3234,-2,1000,18484
3235,-20,700,18484
3236,7,1000,18484
3237,5,1000,18484
3238,-2,1000,18484
3239,-20,700,18484
3240,7,1000,18484
3241,5,1000,18484
3242,-2,1000,18484
3243,-20,700,18484
3244,27,5000,26715
3245,26,4500,26715
3246,25,4300,26730
3247,24,3800,24682
3248,23,3600,22633
3249,22,3400,22633
3250,21,3200,22633
3251,20,3000,22633
3252,19,2800,20584
3253,10,2800,20584
3254,27,5000,26715
3255,26,4500,26715
3256,25,4300,26730
3257,24,3800,24682
3258,23,3600,22633
3259,22,3400,22633
3260,21,3200,22633
3261,20,3000,22633
3262,19,2800,20584
3263,10,2800,20584
3264,27,5000,26715
3265,26,4500,26715
3266,25,4300,26730
3267,24,3800,24682
3268,23,3600,22633
3269,22,3400,22633
3270,21,3200,22633
3271,20,3000,22633
3272,19,2800,20584
3273,10,2800,20584
3274,27,5000,26715
3275,26,4500,26715
3276,25,4300,26730
3277,24,3800,24682
3278,23,3600,22633
3279,22,3400,22633
3280,21,3200,22633
3281,20,3000,22633
3282,19,2800,20584
3283,10,2800,20584
3284,27,5000,26715
3285,26,4500,26715
3286,25,4300,26730
3287,24,3800,24682
3288,23,3600,22633
3289,22,3400,22633
3290,21,3200,22633
3291,20,3000,22633
3292,19,2800,20584
3293,10,2800,20584
3294,27,5000,26715
3295,26,4500,26715
3296,25,4300,26730
3297,24,3800,24682
3298,23,3600,22633
3299,22,3400,22633
3300,21,3200,22633
3301,20,3000,22633
3302,19,2800,20584
3303,10,2800,20584
3304,18,2800,20616
3305,15,2300,20615
3306,12,1800,18566
3307,9,1300,18532
3308,-1,1200,18532
3309,18,2800,20616
3310,15,2300,20615
3311,12,1800,18566
3312,9,1300,18532
3313,-1,1200,18532
3314,18,2800,20616
3315,15,2300,20615
3316,12,1800,18566
3317,9,1300,18532
3318,-1,1200,18532
3319,18,2800,20616
3320,15,2300,20615
3321,12,1800,18566
3322,9,1300,18532
3323,-1,1200,18532
3324,18,2800,20616
3325,15,2300,20615
3326,12,1800,18566
3327,9,1300,18532
3328,-1,1200,18532
3329,18,2800,20616
3330,15,2300,20615
3331,12,1800,18566
3332,9,1300,18532
3333,-1,1200,18532
3334,7,1000,18500
3335,5,1000,18500
3336,-2,1000,18500
3337,-20,700,18500
3338,7,1000,18500
3339,5,1000,18500
3340,-2,1000,18500
3341,-20,700,18500
3342,7,1000,18500
3343,5,1000,18500
3344,-2,1000,18500
3345,-20,700,18500
3346,7,1000,18500
3347,5,1000,18500
3348,-2,1000,18500
3349,-20,700,18500
3350,7,1000,18500
3351,5,1000,18500
3352,-2,1000,18500
3353,-20,700,18500
3354,7,1000,18500
3355,5,1000,18500
3356,-2,1000,18500
3357,-20,700,18500
3358,19.9,5500,7999
3359,17.9,5200,7999
3360,16.9,4800,7999
3361,15.9,4500,7999
3362,14.9,4200,7999
3363,12.9,3900,7999
3364,10.9,3600,7999
3365,8.9,3300,7999
3366,6.9,3000,7999
3367,19.9,5500,7999
3368,17.9,5200,7999
3369,16.9,4800,7999
3370,15.9,4500,7999
3371,14.9,4200,7999
3372,12.9,3900,7999
3373,10.9,3600,7999
3374,8.9,3300,7999
3375,6.9,3000,7999
3376,19.9,5500,7999
3377,17.9,5200,7999
3378,16.9,4800,7999
3379,15.9,4500,7999
3380,14.9,4200,7999
3381,12.9,3900,7999
3382,10.9,3600,7999
3383,8.9,3300,7999
3384,6.9,3000,7999
3385,19.9,5500,7999
3386,17.9,5200,7999
3387,16.9,4800,7999
3388,15.9,4500,7999
3389,14.9,4200,7999
3390,12.9,3900,7999
3391,10.9,3600,7999
3392,8.9,3300,7999
3393,6.9,3000,7999
3394,19.9,5500,7999
3395,17.9,5000,7999
3396,16.9,4400,7999
3397,15.9,4100,7999
3398,14.9,3800,7999
3399,12.9,3500,7999
3400,10.9,3000,7999
3401,8.9,2500,7999
3402,6.9,2000,7999
3403,19.9,5500,7999
3404,17.9,5200,7999
3405,16.9,4800,7999
3406,15.9,4500,7999
3407,14.9,4200,7999
3408,12.9,3900,7999
3409,10.9,3600,7999
3410,8.9,3300,7999
3411,6.9,3000,7999
3412,16,3000,3121
3413,15,2800,2864
3414,14,2600,2864
3415,13,2500,2606
3416,12,2400,2606
3417,11,2200,2345
3418,10,2200,2081
3419,9,2100,1821
3420,8,2000,1560
3421,7,1900,1301
3422,16,3000,3121
3423,15,2800,2864
3424,14,2600,2864
3425,13,2500,2606
3426,12,2400,2606
3427,11,2200,2345
3428,10,2200,2081
3429,9,2100,1821
3430,8,2000,1560
3431,7,1900,1301
3432,16,3000,4121
3433,15,2800,3865
3434,14,2600,3345
3435,13,2500,3085
3436,12,2400,2828
3437,11,2200,2827
3438,10,2200,2570
3439,9,2100,2569
3440,8,2000,2311
3441,7,1900,2309
3442,16,3000,4121
3443,15,2800,3865
3444,14,2600,3345
3445,13,2500,3085
3446,12,2400,2828
3447,11,2200,2827
3448,10,2200,2570
3449,9,2100,2569
3450,8,2000,2311
3451,7,1900,2309
3452,16,3000,4121
3453,15,2800,3865
3454,14,2600,3345
3455,13,2500,3085
3456,12,2400,2828
3457,11,2200,2827
3458,10,2200,2570
3459,9,2100,2569
3460,8,2000,2311
3461,7,1900,2309
3462,16,3000,4121
3463,15,2800,3865
3464,14,2600,3345
3465,13,2500,3085
3466,12,2400,2828
3467,11,2200,2827
3468,10,2200,2570
3469,9,2100,2569
3470,8,2000,2311
3471,7,1900,2309
3472,10,1800,1306
3473,9,1700,1306
3474,8,1600,1306
3475,7,1500,1306
3476,6,1400,1306
3477,5,1300,1306
3478,4,1100,790
3479,3,1100,790
3480,2,1100,790
3481,1,1100,526
3482,0,1100,526
3483,10,1800,1306
3484,9,1700,1306
3485,8,1600,1306
3486,7,1500,1306
3487,6,1400,1306
3488,5,1300,1306
3489,4,1100,790
3490,3,1100,790
3491,2,1100,790
3492,1,1100,526
3493,0,1100,526
3494,10,1800,1816
3495,9,1700,1816
3496,8,1600,1816
3497,7,1500,1816
3498,6,1400,1816
3499,5,1300,1816
3500,4,1100,1045
3501,3,1100,1045
3502,2,1100,1045
3503,1,1100,780
3504,0,1100,780
3505,10,1800,1816
3506,9,1700,1816
3507,8,1600,1816
3508,7,1500,1816
3509,6,1400,1816
3510,5,1300,1816
3511,4,1100,1045
3512,3,1100,1045
3513,2,1100,1045
3514,1,1100,780
3515,0,1100,780
3516,10,1800,1816
3517,9,1700,1816
3518,8,1600,1816
3519,7,1500,1816
3520,6,1400,1816
3521,5,1300,1816
3522,4,1100,1045
3523,3,1100,1045
3524,2,1100,1045
3525,1,1100,780
3526,0,1100,780
3527,10,1800,1816
3528,9,1700,1816
3529,8,1600,1816
3530,7,1500,1816
3531,6,1400,1816
3532,5,1300,1816
3533,4,1100,1045
3534,3,1100,1045
3535,2,1100,1045
3536,1,1100,780
3537,0,1100,780
3538,31,5500,7999
3539,29,5500,7999
3540,27,5200,7999
3541,25,4800,7999
3542,23,4400,7999
3543,22,4400,6454
3544,21,4100,5939
3545,20,3600,5423
3546,19,2800,3628
3547,18,2500,3116
3548,17,2200,2604
3549,16,1900,2347
3550,15,1700,2089
3551,14,1600,2089
3552,31,5500,7999
3553,29,5500,7999
3554,27,5200,7999
3555,25,4800,7999
3556,23,4400,7999
3557,22,4400,6454
3558,21,4100,5939
3559,20,3600,5423
3560,19,2800,3628
3561,18,2500,3116
3562,17,2200,2604
3563,16,1900,2347
3564,15,1700,2089
3565,14,1600,2089
3566,31,5500,7999
3567,29,5500,7999
3568,27,5200,7999
3569,25,4800,7999
3570,23,4400,7999
3571,22,4400,6454
3572,21,4100,5939
3573,20,3600,5423
3574,19,2800,3628
3575,18,2500,3116
3576,17,2200,2604
3577,16,1900,2347
3578,15,1700,2089
3579,14,1600,2089
3580,31,5500,7999
3581,29,5500,7999
3582,27,5200,7999
3583,25,4800,7999
3584,23,4400,7999
3585,22,4400,6454
3586,21,4100,5939
3587,20,3600,5423
3588,19,2800,3628
3589,18,2500,3116
3590,17,2200,2604
3591,16,1900,2347
3592,15,1700,2089
3593,14,1600,2089
3594,31,5500,7999
3595,29,5500,7999
3596,27,5200,7999
3597,25,4800,7999
3598,23,4400,7999
3599,22,4400,6454
3600,21,4100,5939
3601,20,3600,5423
3602,19,2800,3628
3603,18,2500,3116
3604,17,2200,2604
3605,16,1900,2347
3606,15,1700,2089
3607,14,1600,2089
3608,31,5500,7999
3609,29,5500,7999
3610,27,5200,7999
3611,25,4800,7999
3612,23,4400,7999
3613,22,4400,6454
3614,21,4100,5939
3615,20,3600,5423
3616,19,2800,3628
3617,18,2500,3116
3618,17,2200,2604
3619,16,1900,2347
3620,15,1700,2089
3621,14,1600,2089
3622,17,2200,3121
3623,16,1900,2864
3624,15,1900,2864
3625,14,1700,2606
3626,13,1600,2606
3627,12,1400,2345
3628,11,1300,2081
3629,10,1200,1821
3630,9,1100,1560
3631,8,1000,1301
3632,17,2200,3121
3633,16,1900,2864
3634,15,1900,2864
3635,14,1700,2606
3636,13,1600,2606
3637,12,1400,2345
3638,11,1300,2081
3639,10,1200,1821
3640,9,1100,1560
3641,8,1000,1301
3642,17,2200,3121
3643,16,1900,2864
3644,15,1900,2864
3645,14,1700,2606
3646,13,1600,2606
3647,12,1400,2345
3648,11,1300,2081
3649,10,1200,1821
3650,9,1100,1560
3651,8,1000,1301
3652,17,2100,4121
3653,16,1900,3865
3654,15,1700,3345
3655,14,1400,3085
3656,13,1300,2828
3657,12,1200,2827
3658,11,1100,2570
3659,10,1000,2569
3660,9,1000,2311
3661,8,1000,2309
3662,17,2100,4121
3663,16,1900,3865
3664,15,1700,3345
3665,14,1400,3085
3666,13,1300,2828
3667,12,1200,2827
3668,11,1100,2570
3669,10,1000,2569
3670,9,1000,2311
3671,8,1000,2309
3672,17,2100,4121
3673,16,1900,3865
3674,15,1700,3345
3675,14,1400,3085
3676,13,1300,2828
3677,12,1200,2827
3678,11,1100,2570
3679,10,1000,2569
3680,9,1000,2311
3681,8,1000,2309
3682,11,1300,1306
3683,10,1200,1306
3684,9,1200,1306
3685,8,1200,1306
3686,7,1100,1306
3687,6,1100,1306
3688,5,1000,790
3689,4,1000,790
3690,3,1000,790
3691,2,1000,526
3692,1,1000,526
3693,0,1000,526
3694,11,1300,1306
3695,10,1200,1306
3696,9,1200,1306
3697,8,1200,1306
3698,7,1100,1306
3699,6,1100,1306
3700,5,1000,790
3701,4,1000,790
3702,3,1000,790
3703,2,1000,526
3704,1,1000,526
3705,0,1000,526
3706,11,1300,1306
3707,10,1200,1306
3708,9,1200,1306
3709,8,1200,1306
3710,7,1100,1306
3711,6,1100,1306
3712,5,1000,790
3713,4,1000,790
3714,3,1000,790
3715,2,1000,526
3716,1,1000,526
3717,0,1000,526
3718,11,1300,1816
3719,10,1200,1816
3720,9,1200,1816
3721,8,1200,1816
3722,7,1100,1816
3723,6,1100,1816
3724,5,1000,1045
3725,4,1000,1045
3726,3,1000,1045
3727,2,1000,780
3728,1,1000,780
3729,0,1000,780
3730,11,1300,1816
3731,10,1200,1816
3732,9,1200,1816
3733,8,1200,1816
3734,7,1100,1816
3735,6,1100,1816
3736,5,1000,1045
3737,4,1000,1045
3738,3,1000,1045
3739,2,1000,780
3740,1,1000,780
3741,0,1000,780
3742,11,1300,1816
3743,10,1200,1816
3744,9,1200,1816
3745,8,1200,1816
3746,7,1100,1816
3747,6,1100,1816
3748,5,1000,1045
3749,4,1000,1045
3750,3,1000,1045
3751,2,1000,780
3752,1,1000,780
3753,0,1000,780
3754,31,5500,7999
3755,29,5500,7999
3756,27,5200,7999
3757,25,4800,7999
3758,23,4400,7999
3759,22,4400,6454
3760,21,4100,5939
3761,20,3600,5423
3762,19,2800,3628
3763,18,2500,3116
3764,17,2200,2604
3765,16,1900,2347
3766,15,1700,2089
3767,14,1600,2089
3768,31,5500,7999
3769,29,5500,7999
3770,27,5200,7999
3771,25,4800,7999
3772,23,4400,7999
3773,22,4400,6454
3774,21,4100,5939
3775,20,3600,5423
3776,19,2800,3628
3777,18,2500,3116
3778,17,2200,2604
3779,16,1900,2347
3780,15,1700,2089
3781,14,1600,2089
3782,31,5500,7999
3783,29,5500,7999
3784,27,5200,7999
3785,25,4800,7999
3786,23,4400,7999
3787,22,4400,6454
3788,21,4100,5939
3789,20,3600,5423
3790,19,2800,3628
3791,18,2500,3116
3792,17,2200,2604
3793,16,1900,2347
3794,15,1700,2089
3795,14,1600,2089
3796,31,5500,7999
3797,29,5500,7999
3798,27,5200,7999
3799,25,4800,7999
3800,23,4400,7999
3801,22,4400,6454
3802,21,4100,5939
3803,20,3600,5423
3804,19,2800,3628
3805,18,2500,3116
3806,17,2200,2604
3807,16,1900,2347
3808,15,1700,2089
3809,14,1600,2089
3810,31,5500,7999
3811,29,5500,7999
3812,27,5200,7999
3813,25,4800,7999
3814,23,4400,7999
3815,22,4400,6454
3816,21,4100,5939
3817,20,3600,5423
3818,19,2800,3628
3819,18,2500,3116
3820,17,2200,2604
3821,16,1900,2347
3822,15,1700,2089
3823,14,1600,2089
3824,31,5500,7999
3825,29,5500,7999
3826,27,5200,7999
3827,25,4800,7999
3828,23,4400,7999
3829,22,4400,6454
3830,21,4100,5939
3831,20,3600,5423
3832,19,2800,3628
3833,18,2500,3116
3834,17,2200,2604
3835,16,1900,2347
3836,15,1700,2089
3837,14,1600,2089
3838,17,2200,3121
3839,16,1900,2864
3840,15,1900,2864
3841,14,1700,2606
3842,13,1600,2606
3843,12,1400,2345
3844,11,1300,2081
3845,10,1200,1821
3846,9,1100,1560
3847,8,1000,1301
3848,17,2200,3121
3849,16,1900,2864
3850,15,1900,2864
3851,14,1700,2606
3852,13,1600,2606
3853,12,1400,2345
3854,11,1300,2081
3855,10,1200,1821
3856,9,1100,1560
3857,8,1000,1301
3858,17,2200,3121
3859,16,1900,2864
3860,15,1900,2864
3861,14,1700,2606
3862,13,1600,2606
3863,12,1400,2345
3864,11,1300,2081
3865,10,1200,1821
3866,9,1100,1560
3867,8,1000,1301
3868,17,2100,4121
3869,16,1900,3865
3870,15,1700,3345
3871,14,1400,3085
3872,13,1300,2828
3873,12,1200,2827
3874,11,1100,2570
3875,10,1000,2569
3876,9,1000,2311
3877,8,1000,2309
3878,17,2100,4121
3879,16,1900,3865
3880,15,1700,3345
3881,14,1400,3085
3882,13,1300,2828
3883,12,1200,2827
3884,11,1100,2570
3885,10,1000,2569
3886,9,1000,2311
3887,8,1000,2309
3888,17,2100,4121
3889,16,1900,3865
3890,15,1700,3345
3891,14,1400,3085
3892,13,1300,2828
3893,12,1200,2827
3894,11,1100,2570
3895,10,1000,2569
3896,9,1000,2311
3897,8,1000,2309
3898,11,1300,1306
3899,10,1200,1306
3900,9,1200,1306
3901,8,1200,1306
3902,7,1100,1306
3903,6,1100,1306
3904,5,1000,790
3905,4,1000,790
3906,3,1000,790
3907,2,1000,526
3908,1,1000,526
3909,0,1000,526
3910,11,1300,1306
3911,10,1200,1306
3912,9,1200,1306
3913,8,1200,1306
3914,7,1100,1306
3915,6,1100,1306
3916,5,1000,790
3917,4,1000,790
3918,3,1000,790
3919,2,1000,526
3920,1,1000,526
3921,0,1000,526
3922,11,1300,1306
3923,10,1200,1306
3924,9,1200,1306
3925,8,1200,1306
3926,7,1100,1306
3927,6,1100,1306
3928,5,1000,790
3929,4,1000,790
3930,3,1000,790
3931,2,1000,526
3932,1,1000,526
3933,0,1000,526
3934,11,1300,1816
3935,10,1200,1816
3936,9,1200,1816
3937,8,1200,1816
3938,7,1100,1816
3939,6,1100,1816
3940,5,1000,1045
3941,4,1000,1045
3942,3,1000,1045
3943,2,1000,780
3944,1,1000,780
3945,0,1000,780
3946,11,1300,1816
3947,10,1200,1816
3948,9,1200,1816
3949,8,1200,1816
3950,7,1100,1816
3951,6,1100,1816
3952,5,1000,1045
3953,4,1000,1045
3954,3,1000,1045
3955,2,1000,780
3956,1,1000,780
3957,0,1000,780
3958,11,1300,1816
3959,10,1200,1816
3960,9,1200,1816
3961,8,1200,1816
3962,7,1100,1816
3963,6,1100,1816
3964,5,1000,1045
3965,4,1000,1045
3966,3,1000,1045
3967,2,1000,780
3968,1,1000,780
3969,0,1000,780
3970,31,5500,7999
3971,29,5500,7999
3972,27,5200,7999
3973,25,4800,7999
3974,23,4400,7999
3975,22,4400,6454
3976,21,4100,5939
3977,20,3600,5423
3978,19,2800,3628
3979,18,2500,3116
3980,17,2200,2604
3981,16,1900,2347
3982,15,1700,2089
3983,14,1600,2089
3984,31,5500,7999
3985,29,5500,7999
3986,27,5200,7999
3987,25,4800,7999
3988,23,4400,7999
3989,22,4400,6454
3990,21,4100,5939
3991,20,3600,5423
