,pwr,vcc,icq
9199,-2.6,750,0
9200,-3.5,750,0
9201,21,3000,0
9202,21,3000,0
9203,20.2,3000,0
9204,19.3,3000,0
9205,18.1,3000,0
9206,17.3,3000,0
9207,16.2,3000,0
9208,15.2,2900,0
9209,14.0,2800,0
9210,13,2700,0
9211,11.9,2600,0
9212,11,2400,0
9213,10.1,2150,0
9214,9.3,1950,0
9215,8.5,1750,0
9216,7.9,1600,0
9217,7.1,1400,0
9218,6.3,1300,0
9219,5.5,1100,0
9220,4.6,1000,0
9221,3.6,900,0
9222,2.4,800,0
9223,1.3,800,0
9224,0.3,750,0
9225,-1.5,750,0
9226,-2.6,750,0
9227,-3.5,750,0
9228,9,1000,0
9229,8,1000,0
9230,7,1000,0
9231,6,1000,0
9232,5,900,0
9233,4,900,0
9234,3,800,0
9235,2,800,0
9236,1,700,0
9237,0,700,0
9238,-1,600,0
9239,-2,600,0
9240,-3,600,0
9241,9,1000,0
9242,8,1000,0
9243,7,1000,0
9244,6,1000,0
9245,5,900,0
9246,4,900,0
9247,3,800,0
9248,2,800,0
9249,1,700,0
9250,0,700,0
9251,-1,600,0
9252,-2,600,0
9253,-3,600,0
9254,9,1000,0
9255,8,1000,0
9256,7,1000,0
9257,6,1000,0
9258,5,900,0
9259,4,900,0
9260,3,800,0
9261,2,800,0
9262,1,700,0
9263,0,700,0
9264,-1,600,0
9265,-2,600,0
9266,-3,600,0
9267,9,1000,0
9268,8,1000,0
9269,7,1000,0
9270,6,1000,0
9271,5,900,0
9272,4,900,0
9273,3,800,0
9274,2,800,0
9275,1,700,0
9276,0,700,0
9277,-1,600,0
9278,-2,600,0
9279,-3,600,0
9280,28,5000,0
9281,27,5000,0
9282,26,4900,0
9283,24.9,4900,0
9284,23.9,4900,0
9285,22.8,4800,0
9286,21.8,4700,0
9287,20.8,4500,0
9288,19.9,4300,0
9289,18.9,4100,0
9290,18.0,3900,0
9291,17.0,3700,0
9292,16.1,3500,0
9293,14.9,3400,0
9294,14.1,3300,0
9295,13.1,3200,0
9296,12.1,3100,0
9297,11.1,3000,0
9298,10.2,2900,0
9299,9,2800,0
9300,8,2700,0
9301,21,2900,0
9302,20.2,2900,0
9303,19.3,2900,0
9304,18.1,2900,0
9305,17.3,2900,0
9306,16.2,2900,0
9307,15.2,2900,0
9308,14.0,2800,0
9309,13,2700,0
9310,11.9,2600,0
9311,11,2400,0
9312,10.1,2150,0
9313,9.3,1950,0
9314,8.5,1750,0
9315,7.9,1600,0
9316,7.1,1400,0
9317,6.3,1300,0
9318,5.5,1100,0
9319,4.6,1000,0
9320,3.6,900,0
9321,2.4,800,0
9322,1.3,800,0
9323,0.3,750,0
9324,-1.5,750,0
9325,-2.6,750,0
9326,-3.5,750,0
9327,21,2900,0
9328,20.2,2900,0
9329,19.3,2900,0
9330,18.1,2900,0
9331,17.3,2900,0
9332,16.2,2900,0
9333,15.2,2900,0
9334,14.0,2800,0
9335,13,2700,0
9336,11.9,2600,0
9337,11,2400,0
9338,10.1,2150,0
9339,9.3,1950,0
9340,8.5,1750,0
9341,7.9,1600,0
9342,7.1,1400,0
9343,6.3,1300,0
9344,5.5,1100,0
9345,4.6,1000,0
9346,3.6,900,0
9347,2.4,800,0
9348,1.3,800,0
9349,0.3,750,0
9350,-1.5,750,0
9351,-2.6,750,0
9352,-3.5,750,0
9353,10,1000,0
9354,9,1000,0
9355,8,1000,0
9356,7,1000,0
9357,6,1000,0
9358,5,900,0
9359,4,900,0
9360,3,800,0
9361,2,800,0
9362,1,700,0
9363,0,700,0
9364,-1,600,0
9365,-2,600,0
9366,-3,600,0
9367,11,1000,0
9368,10,1000,0
9369,9,1000,0
9370,8,1000,0
9371,7,1000,0
9372,6,900,0
9373,5,900,0
9374,4,900,0
9375,3,800,0
9376,2,800,0
9377,1,700,0
9378,0,700,0
9379,-1,600,0
9380,-2,600,0
9381,-3,600,0
9382,25,4200,0
9383,10,4200,0
9384,25,4200,0
9385,10,4200,0
9386,20,2800,0
9387,2,2800,0
9388,20,2800,0
9389,2,2800,0
9390,20,2800,0
9391,2,2800,0
9392,6,1000,0
9393,-10,1000,0
9394,6,1000,0
9395,-10,1000,0
9396,6,1000,0
9397,-10,1000,0
9398,25,5000,0
9399,10,5000,0
9400,25,5000,0
9401,10,5000,0
9402,20,3400,0
9403,2,3400,0
9404,20,3400,0
9405,2,3400,0
9406,8,1000,0
9407,-10,1000,0
9408,8,1000,0
9409,-10,1000,0
9410,25,3300,0
9411,10,3300,0
9412,25,5000,0
9413,10,5000,0
9414,20,2900,0
9415,2,2900,0
9416,20,2900,0
9417,2,2900,0
9418,8,1000,0
9419,-10,1000,0
9420,8,1000,0
9421,-10,1000,0
9422,19.9,3300,0
9423,17.9,3000,0
9424,16.9,2800,0
9425,15.9,2600,0
9426,14.9,2400,0
9427,12.9,1800,0
9428,10.9,1600,0
9429,8.9,1500,0
9430,6.9,1200,0
9431,19.9,3300,0
9432,17.9,3000,0
9433,16.9,2800,0
9434,15.9,2600,0
9435,14.9,2400,0
9436,12.9,1800,0
9437,10.9,1600,0
9438,8.9,1500,0
9439,6.9,1200,0
9440,17.9,2600,0
9441,16.9,2400,0
9442,15.9,2300,0
9443,14.9,2100,0
9444,13.9,1900,0
9445,12.9,1800,0
9446,11.9,1700,0
9447,10.9,1600,0
9448,8.9,1500,0
9449,6.9,1200,0
9450,4.9,1200,0
9451,2.9,1000,0
9452,0.9,800,0
9453,-1.1,700,0
9454,17.9,2600,0
9455,16.9,2400,0
9456,15.9,2300,0
9457,14.9,2100,0
9458,13.9,1900,0
9459,12.9,1800,0
9460,11.9,1700,0
9461,10.9,1600,0
9462,8.9,1500,0
9463,6.9,1200,0
9464,4.9,1200,0
9465,2.9,1000,0
9466,0.9,800,0
9467,-1.1,700,0
9468,17.9,2600,0
9469,16.9,2400,0
9470,15.9,2300,0
9471,14.9,2100,0
9472,13.9,1900,0
9473,12.9,1800,0
9474,11.9,1700,0
9475,10.9,1600,0
9476,8.9,1500,0
9477,6.9,1200,0
9478,4.9,1200,0
9479,2.9,1000,0
9480,0.9,800,0
9481,-1.1,700,0
9482,17.9,2600,0
9483,16.9,2400,0
9484,15.9,2300,0
9485,14.9,2100,0
9486,13.9,1900,0
9487,12.9,1800,0
9488,11.9,1700,0
9489,10.9,1600,0
9490,8.9,1500,0
9491,6.9,1200,0
9492,4.9,1200,0
9493,2.9,1000,0
9494,0.9,800,0
9495,-1.1,700,0
9496,26.9,4400,0
9497,25.9,4400,0
9498,24.9,4400,0
9499,23.9,4400,0
9500,22.9,4400,0
9501,21.9,4300,0
9502,20.9,4300,0
9503,19.9,4200,0
9504,17.9,4000,0
9505,16.9,3800,0
9506,15.9,3600,0
9507,14.9,3500,0
9508,12.9,3300,0
9509,10.9,3100,0
9510,8.9,2900,0
9511,6.9,2700,0
9512,26.9,4400,0
9513,25.9,4400,0
9514,24.9,4400,0
9515,23.9,4400,0
9516,22.9,4400,0
9517,21.9,4300,0
9518,20.9,4300,0
9519,19.9,4200,0
9520,17.9,4000,0
9521,16.9,3800,0
9522,15.9,3600,0
9523,14.9,3500,0
9524,12.9,3300,0
9525,10.9,3100,0
9526,8.9,2900,0
9527,6.9,2700,0
9528,26.9,4400,0
9529,25.9,4400,0
9530,24.9,4400,0
9531,23.9,4400,0
9532,22.9,4400,0
9533,21.9,4300,0
9534,20.9,4300,0
9535,19.9,4200,0
9536,17.9,4000,0
9537,16.9,3800,0
9538,15.9,3600,0
9539,14.9,3500,0
9540,12.9,3300,0
9541,10.9,3100,0
9542,8.9,2900,0
9543,6.9,2700,0
9544,21,2800,0
9545,20,2800,0
9546,19,2800,0
9547,18,2600,0
9548,16.9,2400,0
9549,15.9,2300,0
9550,14.9,2100,0
9551,13.9,1900,0
9552,12.9,1800,0
9553,11.9,1700,0
9554,10.9,1600,0
9555,8.9,1500,0
9556,6.9,1200,0
9557,4.9,1200,0
9558,2.9,1000,0
9559,0.9,800,0
9560,-1.1,700,0
9561,21,2800,0
9562,20,2800,0
9563,19,2800,0
9564,18,2600,0
9565,16.9,2400,0
9566,15.9,2300,0
9567,14.9,2100,0
9568,13.9,1900,0
9569,12.9,1800,0
9570,11.9,1700,0
9571,10.9,1600,0
9572,8.9,1500,0
9573,6.9,1200,0
9574,4.9,1200,0
9575,2.9,1000,0
9576,0.9,800,0
9577,-1.1,700,0
9578,21,2800,0
9579,20,2800,0
9580,19,2800,0
9581,18,2600,0
9582,16.9,2400,0
9583,15.9,2300,0
9584,14.9,2100,0
9585,13.9,1900,0
9586,12.9,1800,0
9587,11.9,1700,0
9588,10.9,1600,0
9589,8.9,1500,0
9590,6.9,1200,0
9591,4.9,1200,0
9592,2.9,1000,0
9593,0.9,800,0
9594,-1.1,700,0
9595,17.9,1000,0
9596,16.9,1000,0
9597,15.9,1000,0
9598,14.9,900,0
9599,13.9,800,0
9600,12.9,800,0
9601,11.9,800,0
9602,10.9,800,0
9603,8.9,800,0
9604,6.9,800,0
9605,4.9,800,0
9606,2.9,800,0
9607,0.9,800,0
9608,-1.1,800,0
9609,17.9,1000,0
9610,16.9,1000,0
9611,15.9,1000,0
9612,14.9,900,0
9613,13.9,800,0
9614,12.9,800,0
9615,11.9,800,0
9616,10.9,800,0
9617,8.9,800,0
9618,6.9,800,0
9619,4.9,800,0
9620,2.9,800,0
9621,0.9,800,0
9622,-1.1,800,0
9623,17.9,1000,0
9624,16.9,1000,0
9625,15.9,1000,0
9626,14.9,900,0
9627,13.9,800,0
9628,12.9,800,0
9629,11.9,800,0
9630,10.9,800,0
9631,8.9,800,0
9632,6.9,800,0
9633,4.9,800,0
9634,2.9,800,0
9635,0.9,800,0
9636,-1.1,800,0
9637,28,5000,0
9638,27,5000,0
9639,26,4900,0
9640,24.9,4900,0
9641,23.9,4900,0
9642,22.8,4800,0
9643,21.8,4700,0
9644,20.8,4500,0
9645,19.9,4300,0
9646,18.9,4100,0
9647,18.0,3900,0
9648,17.0,3700,0
9649,16.1,3500,0
9650,14.9,3400,0
9651,14.1,3300,0
9652,13.1,3200,0
9653,12.1,3100,0
9654,11.1,3000,0
9655,10.2,2900,0
9656,9,2800,0
9657,8,2700,0
9658,21,2900,0
9659,20.2,2900,0
9660,19.3,2900,0
9661,18.1,2900,0
9662,17.3,2900,0
9663,16.2,2900,0
9664,15.2,2900,0
9665,14.0,2800,0
9666,13,2700,0
9667,11.9,2600,0
9668,11,2400,0
9669,10.1,2150,0
9670,9.3,1950,0
9671,8.5,1750,0
9672,7.9,1600,0
9673,7.1,1400,0
9674,6.3,1300,0
9675,5.5,1100,0
9676,4.6,1000,0
9677,3.6,900,0
9678,2.4,800,0
9679,1.3,800,0
9680,0.3,750,0
9681,-1.5,750,0
9682,-2.6,750,0
9683,-3.5,750,0
9684,11,1000,0
9685,10,1000,0
9686,9,1000,0
9687,8,1000,0
9688,7,1000,0
9689,6,900,0
9690,5,900,0
9691,4,900,0
9692,3,800,0
9693,2,800,0
9694,1,700,0
9695,0,700,0
9696,-1,600,0
9697,-2,600,0
9698,-3,600,0
9699,25,5000,0
9700,10,5000,0
9701,25,5000,0
9702,10,5000,0
9703,20,3600,0
9704,2,3600,0
9705,20,3600,0
9706,2,3600,0
9707,8,1000,0
9708,-10,1000,0
9709,8,1000,0
9710,-10,1000,0
9711,28,5000,0
9712,27,5000,0
9713,26,4900,0
9714,24.9,4900,0
9715,23.9,4900,0
9716,22.8,4800,0
9717,21.8,4700,0
9718,20.8,4500,0
9719,19.9,4300,0
9720,18.9,4100,0
9721,18.0,3900,0
9722,17.0,3700,0
9723,16.1,3500,0
9724,14.9,3400,0
9725,14.1,3300,0
9726,13.1,3200,0
9727,12.1,3100,0
9728,11.1,3000,0
9729,10.2,2900,0
9730,9,2800,0
9731,8,2700,0
9732,21,2900,0
9733,20.2,2900,0
9734,19.3,2900,0
9735,18.1,2900,0
9736,17.3,2900,0
9737,16.2,2900,0
9738,15.2,2900,0
9739,14.0,2800,0
9740,13,2700,0
9741,11.9,2600,0
9742,11,2400,0
9743,10.1,2150,0
9744,9.3,1950,0
9745,8.5,1750,0
9746,7.9,1600,0
9747,7.1,1400,0
9748,6.3,1300,0
9749,5.5,1100,0
9750,4.6,1000,0
9751,3.6,900,0
9752,2.4,800,0
9753,1.3,800,0
9754,0.3,750,0
9755,-1.5,750,0
9756,-2.6,750,0
9757,-3.5,750,0
9758,11,1000,0
9759,10,1000,0
9760,9,1000,0
9761,8,1000,0
9762,7,1000,0
9763,6,900,0
9764,5,900,0
9765,4,900,0
9766,3,800,0
9767,2,800,0
9768,1,700,0
9769,0,700,0
9770,-1,600,0
9771,-2,600,0
9772,-3,600,0
9773,28,5000,0
9774,27,5000,0
9775,26,4900,0
9776,24.9,4900,0
9777,23.9,4900,0
9778,22.8,4800,0
9779,21.8,4700,0
9780,20.8,4500,0
9781,19.9,4300,0
9782,18.9,4100,0
9783,18.0,3900,0
9784,17.0,3700,0
9785,16.1,3500,0
9786,14.9,3400,0
9787,14.1,3300,0
9788,13.1,3200,0
9789,12.1,3100,0
9790,11.1,3000,0
9791,10.2,2900,0
9792,9,2800,0
9793,8,2700,0
9794,21,2900,0
9795,20.2,2900,0
9796,19.3,2900,0
9797,18.1,2900,0
9798,17.3,2900,0
9799,16.2,2900,0
9800,15.2,2900,0
9801,14.0,2800,0
9802,13,2700,0
9803,11.9,2600,0
9804,11,2400,0
9805,10.1,2150,0
9806,9.3,1950,0
9807,8.5,1750,0
9808,7.9,1600,0
9809,7.1,1400,0
9810,6.3,1300,0
9811,5.5,1100,0
9812,4.6,1000,0
9813,3.6,900,0
9814,2.4,800,0
9815,1.3,800,0
9816,0.3,750,0
9817,-1.5,750,0
9818,-2.6,750,0
9819,-3.5,750,0
9820,11,1000,0
9821,10,1000,0
9822,9,1000,0
9823,8,1000,0
9824,7,1000,0
9825,6,900,0
9826,5,900,0
9827,4,900,0
9828,3,800,0
9829,2,800,0
9830,1,700,0
9831,0,700,0
9832,-1,600,0
9833,-2,600,0
9834,-3,600,0
9835,25,4200,0
9836,10,4200,0
9837,25,4200,0
9838,10,4200,0
9839,20,2800,0
9840,2,2800,0
9841,20,2800,0
9842,2,2800,0
9843,20,2800,0
9844,2,2800,0
9845,6,1000,0
9846,-10,1000,0
9847,6,1000,0
9848,-10,1000,0
9849,6,1000,0
9850,-10,1000,0
9851,29,4800,0
9852,28,4800,0
9853,26.9,4800,0
9854,25.9,4800,0
9855,24.9,4800,0
9856,23.9,4800,0
9857,22.9,4800,0
9858,21.9,4800,0
9859,20.9,4800,0
9860,19.9,4800,0
9861,17.9,4800,0
9862,16.9,4800,0
9863,15.9,4800,0
9864,14.9,4800,0
9865,12.9,4800,0
9866,10.9,4800,0
9867,8.9,4800,0
9868,6.9,4800,0
9869,29,4800,0
9870,28,4800,0
9871,26.9,4800,0
9872,25.9,4800,0
9873,24.9,4800,0
9874,23.9,4800,0
9875,22.9,4800,0
9876,21.9,4800,0
9877,20.9,4800,0
9878,19.9,4800,0
9879,17.9,4800,0
9880,16.9,4800,0
9881,15.9,4800,0
9882,14.9,4800,0
9883,12.9,4800,0
9884,10.9,4800,0
9885,8.9,4800,0
9886,6.9,4800,0
9887,29,4800,0
9888,28,4800,0
9889,26.9,4800,0
9890,25.9,4800,0
9891,24.9,4800,0
9892,23.9,4800,0
9893,22.9,4800,0
9894,21.9,4800,0
9895,20.9,4800,0
9896,19.9,4800,0
9897,17.9,4800,0
9898,16.9,4800,0
9899,15.9,4800,0
9900,14.9,4800,0
9901,12.9,4800,0
9902,10.9,4800,0
9903,8.9,4800,0
9904,6.9,4800,0
9905,29,4800,0
9906,28,4800,0
9907,26.9,4800,0
9908,25.9,4800,0
9909,24.9,4800,0
9910,23.9,4800,0
9911,22.9,4800,0
9912,21.9,4800,0
9913,20.9,4800,0
9914,19.9,4800,0
9915,17.9,4800,0
9916,16.9,4800,0
9917,15.9,4800,0
9918,14.9,4800,0
9919,12.9,4800,0
9920,10.9,4800,0
9921,8.9,4800,0
9922,6.9,4800,0
9923,29,4800,0
9924,28,4800,0
9925,26.9,4800,0
9926,25.9,4800,0
9927,24.9,4800,0
9928,23.9,4800,0
9929,22.9,4800,0
9930,21.9,4800,0
9931,20.9,4800,0
9932,19.9,4800,0
9933,17.9,4800,0
9934,16.9,4800,0
9935,15.9,4800,0
9936,14.9,4800,0
9937,12.9,4800,0
9938,10.9,4800,0
9939,8.9,4800,0
9940,6.9,4800,0
9941,29,4800,0
9942,28,4800,0
9943,26.9,4800,0
9944,25.9,4800,0
9945,24.9,4800,0
9946,23.9,4800,0
9947,22.9,4800,0
9948,21.9,4800,0
9949,20.9,4800,0
9950,19.9,4800,0
9951,17.9,4800,0
9952,16.9,4800,0
9953,15.9,4800,0
9954,14.9,4800,0
9955,12.9,4800,0
9956,10.9,4800,0
9957,8.9,4800,0
9958,6.9,4800,0
9959,20,3000,0
9960,19,3000,0
9961,17.9,3000,0
9962,16.9,3000,0
9963,15.9,3000,0
9964,14.9,2800,0
9965,13.9,2600,0
9966,12.9,2400,0
9967,11.9,2150,0
9968,10.9,1900,0
9969,8.9,1700,0
9970,6.9,1500,0
9971,4.9,1300,0
9972,2.9,1200,0
9973,0.9,1100,0
9974,-1.1,1000,0
9975,20,3000,0
9976,19,3000,0
9977,17.9,3000,0
9978,16.9,3000,0
9979,15.9,3000,0
9980,14.9,2800,0
9981,13.9,2600,0
9982,12.9,2400,0
9983,11.9,2150,0
9984,10.9,1900,0
9985,8.9,1700,0
9986,6.9,1500,0
9987,4.9,1300,0
9988,2.9,1200,0
9989,0.9,1100,0
9990,-1.1,1000,0
9991,20,3000,0
9992,19,3000,0
9993,17.9,3000,0
9994,16.9,3000,0
9995,15.9,3000,0
9996,14.9,2800,0
9997,13.9,2600,0
9998,12.9,2400,0
9999,11.9,2150,0
10000,10.9,1900,0
10001,8.9,1700,0
10002,6.9,1500,0
10003,4.9,1300,0
10004,2.9,1200,0
10005,0.9,1100,0
10006,-1.1,1000,0
10007,20,3000,0
10008,19,3000,0
10009,17.9,3000,0
10010,16.9,3000,0
10011,15.9,3000,0
10012,14.9,2800,0
10013,13.9,2600,0
10014,12.9,2400,0
10015,11.9,2150,0
10016,10.9,1900,0
10017,8.9,1700,0
10018,6.9,1500,0
10019,4.9,1300,0
10020,2.9,1200,0
10021,0.9,1100,0
10022,-1.1,1000,0
10023,20,3000,0
10024,19,3000,0
10025,17.9,3000,0
10026,16.9,3000,0
10027,15.9,3000,0
10028,14.9,2800,0
10029,13.9,2600,0
10030,12.9,2400,0
10031,11.9,2150,0
10032,10.9,1900,0
10033,8.9,1700,0
10034,6.9,1500,0
10035,4.9,1300,0
10036,2.9,1200,0
10037,0.9,1100,0
10038,-1.1,1000,0
10039,20,3000,0
10040,19,3000,0
10041,17.9,3000,0
10042,16.9,3000,0
10043,15.9,3000,0
10044,14.9,2800,0
10045,13.9,2600,0
10046,12.9,2400,0
10047,11.9,2150,0
10048,10.9,1900,0
10049,8.9,1700,0
10050,6.9,1500,0
10051,4.9,1300,0
10052,2.9,1200,0
10053,0.9,1100,0
10054,-1.1,1000,0
10055,17.9,1000,0
10056,16.9,1000,0
10057,15.9,1000,0
10058,14.9,1000,0
10059,13.9,900,0
10060,12.9,900,0
10061,11.9,800,0
10062,10.9,800,0
10063,8.9,800,0
10064,6.9,800,0
10065,4.9,800,0
10066,2.9,800,0
10067,0.9,800,0
10068,-1.1,800,0
10069,17.9,1000,0
10070,16.9,1000,0
10071,15.9,1000,0
10072,14.9,1000,0
10073,13.9,900,0
10074,12.9,900,0
10075,11.9,800,0
10076,10.9,800,0
10077,8.9,800,0
10078,6.9,800,0
10079,4.9,800,0
10080,2.9,800,0
10081,0.9,800,0
10082,-1.1,800,0
10083,17.9,1000,0
10084,16.9,1000,0
10085,15.9,1000,0
10086,14.9,1000,0
10087,13.9,900,0
10088,12.9,900,0
10089,11.9,800,0
10090,10.9,800,0
10091,8.9,800,0
10092,6.9,800,0
10093,4.9,800,0
10094,2.9,800,0
10095,0.9,800,0
10096,-1.1,800,0
10097,17.9,1000,0
10098,16.9,1000,0
10099,15.9,1000,0
10100,14.9,1000,0
10101,13.9,900,0
10102,12.9,900,0
10103,11.9,800,0
10104,10.9,800,0
10105,8.9,800,0
10106,6.9,800,0
10107,4.9,800,0
10108,2.9,800,0
10109,0.9,800,0
10110,-1.1,800,0
10111,17.9,1000,0
10112,16.9,1000,0
10113,15.9,1000,0
10114,14.9,1000,0
10115,13.9,900,0
10116,12.9,900,0
10117,11.9,800,0
10118,10.9,800,0
10119,8.9,800,0
10120,6.9,800,0
10121,4.9,800,0
10122,2.9,800,0
10123,0.9,800,0
10124,-1.1,800,0
10125,17.9,1000,0
10126,16.9,1000,0
10127,15.9,1000,0
10128,14.9,1000,0
10129,13.9,900,0
10130,12.9,900,0
10131,11.9,800,0
10132,10.9,800,0
10133,8.9,800,0
10134,6.9,800,0
10135,4.9,800,0
10136,2.9,800,0
10137,0.9,800,0
10138,-1.1,800,0
10139,28,4700,0
10140,26.9,4700,0
10141,25.9,4700,0
10142,24.9,4700,0
10143,23.9,4700,0
10144,22.9,4700,0
10145,21.9,4700,0
10146,20.9,4700,0
10147,19.9,4700,0
10148,17.9,4700,0
10149,16.9,4700,0
10150,15.9,4700,0
10151,14.9,4700,0
10152,12.9,4700,0
10153,10.9,4700,0
10154,8.9,4700,0
10155,6.9,4700,0
10156,28,4700,0
10157,26.9,4700,0
10158,25.9,4700,0
10159,24.9,4700,0
10160,23.9,4700,0
10161,22.9,4700,0
10162,21.9,4700,0
10163,20.9,4700,0
10164,19.9,4700,0
10165,17.9,4700,0
10166,16.9,4700,0
10167,15.9,4700,0
10168,14.9,4700,0
10169,12.9,4700,0
10170,10.9,4700,0
10171,8.9,4700,0
10172,6.9,4700,0
10173,28,4700,0
10174,26.9,4700,0
10175,25.9,4700,0
10176,24.9,4700,0
10177,23.9,4700,0
10178,22.9,4700,0
10179,21.9,4700,0
10180,20.9,4700,0
10181,19.9,4700,0
10182,17.9,4700,0
10183,16.9,4700,0
10184,15.9,4700,0
10185,14.9,4700,0
10186,12.9,4700,0
10187,10.9,4700,0
10188,8.9,4700,0
10189,6.9,4700,0
10190,28,4700,0
10191,26.9,4700,0
10192,25.9,4700,0
10193,24.9,4700,0
10194,23.9,4700,0
10195,22.9,4700,0
10196,21.9,4700,0
10197,20.9,4700,0
10198,19.9,4700,0
10199,17.9,4700,0
10200,16.9,4700,0
10201,15.9,4700,0
10202,14.9,4700,0
10203,12.9,4700,0
10204,10.9,4700,0
10205,8.9,4700,0
10206,6.9,4700,0
10207,28,4700,0
10208,26.9,4700,0
10209,25.9,4700,0
10210,24.9,4700,0
10211,23.9,4700,0
10212,22.9,4700,0
10213,21.9,4700,0
10214,20.9,4700,0
10215,19.9,4700,0
10216,17.9,4700,0
10217,16.9,4700,0
10218,15.9,4700,0
10219,14.9,4700,0
10220,12.9,4700,0
10221,10.9,4700,0
10222,8.9,4700,0
10223,6.9,4700,0
10224,20,3000,0
10225,19,3000,0
10226,17.9,3000,0
10227,16.9,3000,0
10228,15.9,3000,0
10229,14.9,2800,0
10230,13.9,2600,0
10231,12.9,2400,0
10232,11.9,2150,0
10233,10.9,1900,0
10234,8.9,1700,0
10235,6.9,1500,0
10236,4.9,1300,0
10237,2.9,1200,0
10238,0.9,1100,0
10239,-1.1,1000,0
10240,20,3000,0
10241,19,3000,0
10242,17.9,3000,0
10243,16.9,3000,0
10244,15.9,3000,0
10245,14.9,2800,0
10246,13.9,2600,0
10247,12.9,2400,0
10248,11.9,2150,0
10249,10.9,1900,0
10250,8.9,1700,0
10251,6.9,1500,0
10252,4.9,1300,0
10253,2.9,1200,0
10254,0.9,1100,0
10255,-1.1,1000,0
10256,20,3000,0
10257,19,3000,0
10258,17.9,3000,0
10259,16.9,3000,0
10260,15.9,3000,0
10261,14.9,2800,0
10262,13.9,2600,0
10263,12.9,2400,0
10264,11.9,2150,0
10265,10.9,1900,0
10266,8.9,1700,0
10267,6.9,1500,0
10268,4.9,1300,0
10269,2.9,1200,0
10270,0.9,1100,0
10271,-1.1,1000,0
10272,20,3000,0
10273,19,3000,0
10274,17.9,3000,0
10275,16.9,3000,0
10276,15.9,3000,0
10277,14.9,2800,0
10278,13.9,2600,0
10279,12.9,2400,0
10280,11.9,2150,0
10281,10.9,1900,0
10282,8.9,1700,0
10283,6.9,1500,0
10284,4.9,1300,0
10285,2.9,1200,0
10286,0.9,1100,0
10287,-1.1,1000,0
10288,20,3000,0
10289,19,3000,0
10290,17.9,3000,0
10291,16.9,3000,0
10292,15.9,3000,0
10293,14.9,2800,0
10294,13.9,2600,0
10295,12.9,2400,0
10296,11.9,2150,0
10297,10.9,1900,0
10298,8.9,1700,0
10299,6.9,1500,0
10300,4.9,1300,0
10301,2.9,1200,0
10302,0.9,1100,0
10303,-1.1,1000,0
10304,20,3000,0
10305,19,3000,0
10306,17.9,3000,0
10307,16.9,3000,0
10308,15.9,3000,0
10309,14.9,2800,0
10310,13.9,2600,0
10311,12.9,2400,0
10312,11.9,2150,0
10313,10.9,1900,0
10314,8.9,1700,0
10315,6.9,1500,0
10316,4.9,1300,0
10317,2.9,1200,0
10318,0.9,1100,0
10319,-1.1,1000,0
10320,17.9,1000,0
10321,16.9,1000,0
10322,15.9,1000,0
10323,14.9,1000,0
10324,13.9,900,0
10325,12.9,900,0
10326,11.9,800,0
10327,10.9,800,0
10328,8.9,800,0
10329,6.9,800,0
10330,4.9,800,0
10331,2.9,800,0
10332,0.9,800,0
10333,-1.1,800,0
10334,17.9,1000,0
10335,16.9,1000,0
10336,15.9,1000,0
10337,14.9,1000,0
10338,13.9,900,0
10339,12.9,900,0
10340,11.9,800,0
10341,10.9,800,0
10342,8.9,800,0
10343,6.9,800,0
10344,4.9,800,0
10345,2.9,800,0
10346,0.9,800,0
10347,-1.1,800,0
10348,17.9,1000,0
10349,16.9,1000,0
10350,15.9,1000,0
10351,14.9,1000,0
10352,13.9,900,0
10353,12.9,900,0
10354,11.9,800,0
10355,10.9,800,0
10356,8.9,800,0
10357,6.9,800,0
10358,4.9,800,0
10359,2.9,800,0
10360,0.9,800,0
10361,-1.1,800,0
10362,17.9,1000,0
10363,16.9,1000,0
10364,15.9,1000,0
10365,14.9,1000,0
10366,13.9,900,0
10367,12.9,900,0
10368,11.9,800,0
10369,10.9,800,0
10370,8.9,800,0
10371,6.9,800,0
10372,4.9,800,0
10373,2.9,800,0
10374,0.9,800,0
10375,-1.1,800,0
10376,17.9,1000,0
10377,16.9,1000,0
10378,15.9,1000,0
10379,14.9,1000,0
10380,13.9,900,0
10381,12.9,900,0
10382,11.9,800,0
10383,10.9,800,0
10384,8.9,800,0
10385,6.9,800,0
10386,4.9,800,0
10387,2.9,800,0
10388,0.9,800,0
10389,-1.1,800,0
10390,17.9,1000,0
10391,16.9,1000,0
10392,15.9,1000,0
10393,14.9,1000,0
10394,13.9,900,0
10395,12.9,900,0
10396,11.9,800,0
10397,10.9,800,0
10398,8.9,800,0
10399,6.9,800,0
10400,4.9,800,0
10401,2.9,800,0
10402,0.9,800,0
10403,-1.1,800,0
10404,25,3300,0
10405,15,3300,0
10406,5,3300,0
10407,25,3300,0
10408,15,3300,0
10409,5,3300,0
10410,19.9,3300,0
10411,17.9,3000,0
10412,16.9,2800,0
10413,15.9,2600,0
10414,14.9,2400,0
10415,12.9,1800,0
10416,10.9,1600,0
10417,8.9,1500,0
10418,6.9,1200,0
10419,19.9,3300,0
10420,17.9,3000,0
10421,16.9,2800,0
10422,15.9,2600,0
10423,14.9,2400,0
10424,12.9,1800,0
10425,10.9,1600,0
10426,8.9,1500,0
10427,6.9,1200,0
10428,16.4,3000,0
10429,15.2,2600,0
